"","X.1","X","ID","Player","Season","Top.px...Location.","Left.px...location.","Date","Team","Opponent","Location","Quarter","Game_Clock","Outcome..1.if.made..0.otherwise.","Shot_Value","Shot_Distance.ft.","Team_Score","Opponent_Score"
"6772",6772,6772,"abdursh01","Shareef Abdur-Rahim",2007,"295",291,110606,"SAC","MIN","HOME","2","4:15",0,3,25,38,33
"6842",6842,6842,"abdursh01","Shareef Abdur-Rahim",2007,"293",240,111906,"SAC","SAS","HOME","4","8:02",0,3,24,85,95
"6883",6883,6883,"abdursh01","Shareef Abdur-Rahim",2007,"290",258,120106,"SAC","DAL","AWAY","1","5:06",0,3,24,12,22
"7116",7116,7116,"abdursh01","Shareef Abdur-Rahim",2007,"297",229,20507,"SAC","NOK","HOME","4","9:31",0,3,25,89,85
"7133",7133,7133,"abdursh01","Shareef Abdur-Rahim",2007,"303",230,21107,"SAC","SEA","HOME","1","5:48",0,3,25,13,18
"7220",7220,7220,"abdursh01","Shareef Abdur-Rahim",2007,"305",219,31107,"SAC","DEN","HOME","4","10:58",0,3,26,73,87
"7330",7330,7330,"abdursh01","Shareef Abdur-Rahim",2007,"298",237,40807,"SAC","HOU","HOME","1","10:16",0,3,25,2,2
"104441",104441,104441,"antetgi01","Giannis Antetokounmpo",2014,"297",298,111513,"MIL","IND","AWAY","4","1:53",1,3,25,75,97
"104491",104491,104491,"antetgi01","Giannis Antetokounmpo",2014,"304",202,121113,"MIL","SAS","HOME","4","9:55",0,3,26,58,94
"104502",104502,104502,"antetgi01","Giannis Antetokounmpo",2014,"281",299,121413,"MIL","DAL","AWAY","3","2:02",0,3,24,56,86
"104539",104539,104539,"antetgi01","Giannis Antetokounmpo",2014,"299",320,122713,"MIL","BRK","AWAY","4","3:28",1,3,26,86,97
"104559",104559,104559,"antetgi01","Giannis Antetokounmpo",2014,"288",183,10214,"MIL","UTA","AWAY","4","0:02",1,3,24,87,96
"104597",104597,104597,"antetgi01","Giannis Antetokounmpo",2014,"304",252,11814,"MIL","HOU","AWAY","1","8:01",1,3,25,10,13
"104646",104646,104646,"antetgi01","Giannis Antetokounmpo",2014,"304",202,13114,"MIL","ORL","AWAY","3","2:59",1,3,26,59,81
"104653",104653,104653,"antetgi01","Giannis Antetokounmpo",2014,"305",229,20114,"MIL","MEM","AWAY","4","6:37",0,3,26,73,80
"104692",104692,104692,"antetgi01","Giannis Antetokounmpo",2014,"304",304,22014,"MIL","DEN","HOME","4","2:35",1,3,26,84,94
"104724",104724,104724,"antetgi01","Giannis Antetokounmpo",2014,"304",298,30314,"MIL","UTA","HOME","4","4:11",0,3,26,110,81
"104729",104729,104729,"antetgi01","Giannis Antetokounmpo",2014,"299",252,30514,"MIL","SAC","HOME","4","11:43",1,3,25,77,95
"104736",104736,104736,"antetgi01","Giannis Antetokounmpo",2014,"296",312,30714,"MIL","NOP","AWAY","4","6:43",0,3,26,85,93
"104756",104756,104756,"antetgi01","Giannis Antetokounmpo",2014,"313",274,31514,"MIL","NYK","AWAY","4","8:41",1,3,27,73,95
"104779",104779,104779,"antetgi01","Giannis Antetokounmpo",2014,"300",282,32314,"MIL","SAC","AWAY","4","2:09",1,3,25,101,118
"104856",104856,104856,"antetgi01","Giannis Antetokounmpo",2015,"300",202,110114,"MIL","WAS","AWAY","3","1:56",0,3,25,65,77
"104868",104868,104868,"antetgi01","Giannis Antetokounmpo",2015,"313",240,110514,"MIL","CHI","HOME","2","5:03",0,3,26,39,37
"104915",104915,104915,"antetgi01","Giannis Antetokounmpo",2015,"300",244,111414,"MIL","ORL","AWAY","4","10:49",0,3,25,68,82
"104981",104981,104981,"antetgi01","Giannis Antetokounmpo",2015,"310",186,112614,"MIL","MIN","AWAY","2","0:00",0,3,27,51,47
"105050",105050,105050,"antetgi01","Giannis Antetokounmpo",2015,"289",195,120914,"MIL","OKC","AWAY","3","0:00",0,3,24,78,87
"105053",105053,105053,"antetgi01","Giannis Antetokounmpo",2015,"321",240,120914,"MIL","OKC","AWAY","4","0:00",1,3,27,101,114
"105107",105107,105107,"antetgi01","Giannis Antetokounmpo",2015,"291",181,122614,"MIL","ATL","AWAY","2","0:00",0,3,25,58,42
"105132",105132,105132,"antetgi01","Giannis Antetokounmpo",2015,"292",304,123114,"MIL","CLE","AWAY","4","0:06",1,3,25,96,80
"105253",105253,105253,"antetgi01","Giannis Antetokounmpo",2015,"322",250,20215,"MIL","TOR","AWAY","3","4:48",0,3,27,63,49
"105304",105304,105304,"antetgi01","Giannis Antetokounmpo",2015,"305",181,20915,"MIL","BRK","HOME","3","0:00",0,3,26,79,68
"105318",105318,105318,"antetgi01","Giannis Antetokounmpo",2015,"341",214,22015,"MIL","DEN","HOME","1","0:00",0,3,29,19,21
"105374",105374,105374,"antetgi01","Giannis Antetokounmpo",2015,"304",224,22815,"MIL","UTA","AWAY","4","0:01",0,3,25,75,82
"105429",105429,105429,"antetgi01","Giannis Antetokounmpo",2015,"434",230,31115,"MIL","ORL","HOME","3","0:01",0,3,38,72,72
"105596",105596,105596,"antetgi01","Giannis Antetokounmpo",2015,"316",246,41215,"MIL","BRK","HOME","2","0:00",0,3,27,43,41
"105613",105613,105613,"antetgi01","Giannis Antetokounmpo",2015,"409",302,41515,"MIL","BOS","HOME","1","0:00",0,3,36,25,22
"105716",105716,105716,"antetgi01","Giannis Antetokounmpo",2016,"287",298,110215,"MIL","BRK","AWAY","1","7:49",1,3,24,15,7
"105723",105723,105723,"antetgi01","Giannis Antetokounmpo",2016,"307",198,110215,"MIL","BRK","AWAY","3","11:38",0,3,26,59,48
"105852",105852,105852,"antetgi01","Giannis Antetokounmpo",2016,"299",298,112515,"MIL","SAC","HOME","1","11:31",0,3,25,0,1
"105955",105955,105955,"antetgi01","Giannis Antetokounmpo",2016,"309",264,121115,"MIL","TOR","AWAY","4","3:45",0,3,26,77,84
"105977",105977,105977,"antetgi01","Giannis Antetokounmpo",2016,"282",316,121515,"MIL","LAL","AWAY","4","2:06",0,3,24,93,113
"106058",106058,106058,"antetgi01","Giannis Antetokounmpo",2016,"309",185,123115,"MIL","IND","AWAY","3","10:59",0,3,26,59,52
"106068",106068,106068,"antetgi01","Giannis Antetokounmpo",2016,"294",249,10216,"MIL","MIN","AWAY","3","8:42",1,3,24,53,53
"106097",106097,106097,"antetgi01","Giannis Antetokounmpo",2016,"314",238,10516,"MIL","CHI","AWAY","4","1:20",0,3,26,104,115
"106545",106545,106545,"antetgi01","Giannis Antetokounmpo",2016,"302",286,32116,"MIL","DET","AWAY","3","1:00",0,3,25,72,63
"106561",106561,106561,"antetgi01","Giannis Antetokounmpo",2016,"299",184,32316,"MIL","CLE","AWAY","3","6:14",0,3,25,73,78
"106580",106580,106580,"antetgi01","Giannis Antetokounmpo",2016,"297",282,32516,"MIL","ATL","AWAY","4","0:21",0,3,25,90,99
"106629",106629,106629,"antetgi01","Giannis Antetokounmpo",2016,"343",228,40316,"MIL","CHI","HOME","4","0:11",1,3,29,96,100
"106645",106645,106645,"antetgi01","Giannis Antetokounmpo",2016,"323",240,40516,"MIL","CLE","HOME","3","0:47",1,3,27,67,91
"106651",106651,106651,"antetgi01","Giannis Antetokounmpo",2016,"292",291,40816,"MIL","BOS","AWAY","1","7:54",1,3,24,15,9
"106653",106653,106653,"antetgi01","Giannis Antetokounmpo",2016,"292",169,40816,"MIL","BOS","AWAY","1","3:09",1,3,25,30,19
"106667",106667,106667,"antetgi01","Giannis Antetokounmpo",2016,"302",270,41016,"MIL","PHI","AWAY","3","10:02",0,3,25,64,49
"106672",106672,106672,"antetgi01","Giannis Antetokounmpo",2016,"319",216,41016,"MIL","PHI","AWAY","4","2:03",0,3,27,94,94
"106691",106691,106691,"antetgi01","Giannis Antetokounmpo",2016,"323",231,41316,"MIL","IND","HOME","3","4:13",1,3,27,64,73
"106695",106695,106695,"antetgi01","Giannis Antetokounmpo",2016,"338",210,41316,"MIL","IND","HOME","4","8:14",0,3,28,75,86
"106733",106733,106733,"antetgi01","Giannis Antetokounmpo",2017,"314",180,102916,"MIL","BRK","HOME","4","4:44",0,3,27,98,93
"106749",106749,106749,"antetgi01","Giannis Antetokounmpo",2017,"332",239,103016,"MIL","DET","AWAY","4","3:45",0,3,28,77,91
"106847",106847,106847,"antetgi01","Giannis Antetokounmpo",2017,"297",238,111616,"MIL","ATL","AWAY","3","10:57",0,3,25,35,54
"106873",106873,106873,"antetgi01","Giannis Antetokounmpo",2017,"302",273,111716,"MIL","MIA","AWAY","4","2:16",0,3,25,73,89
"106892",106892,106892,"antetgi01","Giannis Antetokounmpo",2017,"328",233,111916,"MIL","GSW","HOME","4","4:53",1,3,28,110,118
"106934",106934,106934,"antetgi01","Giannis Antetokounmpo",2017,"294",167,112716,"MIL","ORL","AWAY","3","0:29",1,3,25,77,71
"106976",106976,106976,"antetgi01","Giannis Antetokounmpo",2017,"304",195,120316,"MIL","BRK","HOME","3","3:41",0,3,26,68,61
"107007",107007,107007,"antetgi01","Giannis Antetokounmpo",2017,"319",218,120916,"MIL","ATL","HOME","4","11:25",0,3,27,92,86
"107025",107025,107025,"antetgi01","Giannis Antetokounmpo",2017,"302",316,121016,"MIL","WAS","AWAY","3","3:17",0,3,26,65,70
"107033",107033,107033,"antetgi01","Giannis Antetokounmpo",2017,"319",259,121216,"MIL","TOR","AWAY","1","6:45",0,3,27,11,16
"107070",107070,107070,"antetgi01","Giannis Antetokounmpo",2017,"302",282,121516,"MIL","CHI","HOME","3","9:35",0,3,26,68,50
"107079",107079,107079,"antetgi01","Giannis Antetokounmpo",2017,"302",184,121516,"MIL","CHI","HOME","4","2:48",0,3,26,103,95
"107083",107083,107083,"antetgi01","Giannis Antetokounmpo",2017,"287",278,121616,"MIL","CHI","AWAY","1","6:46",1,3,24,18,11
"107105",107105,107105,"antetgi01","Giannis Antetokounmpo",2017,"319",231,122016,"MIL","CLE","HOME","4","2:55",0,3,27,93,97
"107119",107119,107119,"antetgi01","Giannis Antetokounmpo",2017,"302",304,122116,"MIL","CLE","AWAY","3","0:20",0,3,26,77,89
"107193",107193,107193,"antetgi01","Giannis Antetokounmpo",2017,"307",228,123116,"MIL","CHI","AWAY","2","0:00",1,3,26,49,51
"107228",107228,107228,"antetgi01","Giannis Antetokounmpo",2017,"289",280,10417,"MIL","NYK","AWAY","2","7:34",0,3,24,38,38
"107247",107247,107247,"antetgi01","Giannis Antetokounmpo",2017,"307",228,10617,"MIL","NYK","HOME","3","7:55",0,3,26,69,64
"107296",107296,107296,"antetgi01","Giannis Antetokounmpo",2017,"284",167,11517,"MIL","ATL","AWAY","4","1:48",0,3,24,96,106
"107313",107313,107313,"antetgi01","Giannis Antetokounmpo",2017,"319",236,11617,"MIL","PHI","HOME","4","5:48",0,3,27,86,94
"107325",107325,107325,"antetgi01","Giannis Antetokounmpo",2017,"302",300,11817,"MIL","HOU","AWAY","2","6:12",0,3,26,32,34
"107336",107336,107336,"antetgi01","Giannis Antetokounmpo",2017,"302",296,12017,"MIL","ORL","AWAY","1","11:04",0,3,26,2,0
"107433",107433,107433,"antetgi01","Giannis Antetokounmpo",2017,"309",300,12817,"MIL","BOS","HOME","3","4:43",1,3,27,69,76
"107443",107443,107443,"antetgi01","Giannis Antetokounmpo",2017,"284",162,20117,"MIL","UTA","AWAY","1","0:30",0,3,25,24,28
"107461",107461,107461,"antetgi01","Giannis Antetokounmpo",2017,"289",164,20317,"MIL","DEN","AWAY","4","2:53",1,3,25,112,113
"107476",107476,107476,"antetgi01","Giannis Antetokounmpo",2017,"307",273,20417,"MIL","PHO","AWAY","3","6:34",0,3,25,85,72
"107489",107489,107489,"antetgi01","Giannis Antetokounmpo",2017,"319",172,20817,"MIL","MIA","HOME","3","10:17",1,3,28,47,59
"107505",107505,107505,"antetgi01","Giannis Antetokounmpo",2017,"322",236,21017,"MIL","LAL","HOME","2","0:01",0,3,27,55,76
"107513",107513,107513,"antetgi01","Giannis Antetokounmpo",2017,"309",223,21017,"MIL","LAL","HOME","4","5:42",0,3,26,98,107
"107710",107710,107710,"antetgi01","Giannis Antetokounmpo",2017,"302",267,31317,"MIL","MEM","AWAY","3","8:52",0,3,25,56,72
"107798",107798,107798,"antetgi01","Giannis Antetokounmpo",2017,"307",238,32417,"MIL","ATL","HOME","1","10:07",1,3,25,5,4
"107810",107810,107810,"antetgi01","Giannis Antetokounmpo",2017,"319",190,32417,"MIL","ATL","HOME","3","5:44",0,3,27,58,60
"107839",107839,107839,"antetgi01","Giannis Antetokounmpo",2017,"309",185,32817,"MIL","CHO","AWAY","3","11:06",1,3,26,77,52
"107889",107889,107889,"antetgi01","Giannis Antetokounmpo",2017,"415",250,40217,"MIL","DAL","HOME","2","0:00",0,3,36,53,53
"107907",107907,107907,"antetgi01","Giannis Antetokounmpo",2017,"297",272,40417,"MIL","OKC","AWAY","3","6:59",0,3,24,44,70
"107915",107915,107915,"antetgi01","Giannis Antetokounmpo",2017,"302",203,40617,"MIL","IND","AWAY","1","2:58",0,3,25,17,17
"107927",107927,107927,"antetgi01","Giannis Antetokounmpo",2017,"307",239,40817,"MIL","PHI","AWAY","1","0:05",0,3,25,21,21
"107934",107934,107934,"antetgi01","Giannis Antetokounmpo",2017,"287",208,40817,"MIL","PHI","AWAY","3","7:48",0,3,23,51,52
"107987",107987,107987,"antetgi01","Giannis Antetokounmpo",2017,"322",244,41817,"MIL","TOR","AWAY","4","2:03",1,3,27,100,100
"108081",108081,108081,"antetgi01","Giannis Antetokounmpo",2018,"294",298,101817,"MIL","BOS","AWAY","4","5:06",0,3,25,91,89
"108107",108107,108107,"antetgi01","Giannis Antetokounmpo",2018,"323",216,102117,"MIL","POR","HOME","1","8:14",0,3,27,8,7
"108116",108116,108116,"antetgi01","Giannis Antetokounmpo",2018,"314",180,102117,"MIL","POR","HOME","3","8:09",0,3,27,65,65
"108120",108120,108120,"antetgi01","Giannis Antetokounmpo",2018,"322",168,102117,"MIL","POR","HOME","4","9:32",1,3,28,91,85
"108166",108166,108166,"antetgi01","Giannis Antetokounmpo",2018,"326",234,102617,"MIL","BOS","HOME","4","1:28",1,3,27,86,94
"108167",108167,108167,"antetgi01","Giannis Antetokounmpo",2018,"321",300,102617,"MIL","BOS","HOME","4","0:44",1,3,27,89,96
