"","X.1","X","ID","Player","Season","Top.px...Location.","Left.px...location.","Date","Team","Opponent","Location","Quarter","Game_Clock","Outcome..1.if.made..0.otherwise.","Shot_Value","Shot_Distance.ft.","Team_Score","Opponent_Score"
"108168",108168,108168,"antetgi01","Giannis Antetokounmpo",2018,"310",289,102617,"MIL","BOS","HOME","4","0:21",0,3,26,89,96
"108179",108179,108179,"antetgi01","Giannis Antetokounmpo",2018,"293",162,102917,"MIL","ATL","AWAY","2","0:37",0,3,25,61,48
"108191",108191,108191,"antetgi01","Giannis Antetokounmpo",2018,"317",248,103117,"MIL","OKC","HOME","1","7:34",0,3,26,8,8
"108200",108200,108200,"antetgi01","Giannis Antetokounmpo",2018,"324",243,103117,"MIL","OKC","HOME","3","2:28",1,3,27,58,77
"108204",108204,108204,"antetgi01","Giannis Antetokounmpo",2018,"303",252,110117,"MIL","CHO","AWAY","1","11:40",0,3,25,0,0
"108307",108307,108307,"antetgi01","Giannis Antetokounmpo",2018,"303",227,111117,"MIL","LAL","HOME","4","10:39",0,3,25,77,70
"108364",108364,108364,"antetgi01","Giannis Antetokounmpo",2018,"330",234,111817,"MIL","DAL","AWAY","3","2:43",0,3,28,61,75
"108383",108383,108383,"antetgi01","Giannis Antetokounmpo",2018,"311",171,112017,"MIL","WAS","HOME","3","3:04",0,3,26,61,64
"108447",108447,108447,"antetgi01","Giannis Antetokounmpo",2018,"315",184,120217,"MIL","SAC","HOME","1","2:52",0,3,27,27,15
"108537",108537,108537,"antetgi01","Giannis Antetokounmpo",2018,"345",237,120917,"MIL","UTA","HOME","4","4:29",1,3,29,101,88
"108570",108570,108570,"antetgi01","Giannis Antetokounmpo",2018,"306",169,121517,"MIL","CHI","HOME","2","1:55",0,3,26,56,56
"108797",108797,108797,"antetgi01","Giannis Antetokounmpo",2018,"321",226,11218,"MIL","GSW","HOME","4","0:39",0,3,27,94,106
"108844",108844,108844,"antetgi01","Giannis Antetokounmpo",2018,"311",226,11718,"MIL","MIA","HOME","4","4:20",1,3,26,93,93
"108850",108850,108850,"antetgi01","Giannis Antetokounmpo",2018,"312",302,12618,"MIL","BRK","HOME","1","8:44",1,3,26,11,2
"108889",108889,108889,"antetgi01","Giannis Antetokounmpo",2018,"320",231,12918,"MIL","PHI","HOME","1","10:01",0,3,27,4,6
"108905",108905,108905,"antetgi01","Giannis Antetokounmpo",2018,"319",295,12918,"MIL","PHI","HOME","4","4:49",1,3,27,98,85
"108916",108916,108916,"antetgi01","Giannis Antetokounmpo",2018,"303",215,20118,"MIL","MIN","AWAY","3","11:26",0,3,25,39,62
"108937",108937,108937,"antetgi01","Giannis Antetokounmpo",2018,"312",298,20218,"MIL","NYK","HOME","3","7:57",0,3,26,63,63
"108989",108989,108989,"antetgi01","Giannis Antetokounmpo",2018,"345",240,20918,"MIL","MIA","AWAY","2","0:01",0,3,29,46,42
"108997",108997,108997,"antetgi01","Giannis Antetokounmpo",2018,"308",241,20918,"MIL","MIA","AWAY","4","2:55",0,3,25,73,85
"109009",109009,109009,"antetgi01","Giannis Antetokounmpo",2018,"297",163,21018,"MIL","ORL","AWAY","2","1:13",0,3,25,47,50
"109061",109061,109061,"antetgi01","Giannis Antetokounmpo",2018,"306",199,21518,"MIL","DEN","HOME","4","2:36",0,3,25,116,132
"109129",109129,109129,"antetgi01","Giannis Antetokounmpo",2018,"301",320,22818,"MIL","DET","AWAY","3","0:01",1,3,26,70,85
"109153",109153,109153,"antetgi01","Giannis Antetokounmpo",2018,"309",240,30418,"MIL","PHI","HOME","1","3:44",1,3,25,17,33
"109283",109283,109283,"antetgi01","Giannis Antetokounmpo",2018,"327",170,31718,"MIL","ATL","HOME","3","8:15",0,3,28,63,62
"109501",109501,109501,"antetgi01","Giannis Antetokounmpo",2018,"298",302,42018,"MIL","BOS","HOME","1","7:14",1,3,25,12,6
"109507",109507,109507,"antetgi01","Giannis Antetokounmpo",2018,"319",220,42018,"MIL","BOS","HOME","3","11:46",1,3,26,61,35
"109508",109508,109508,"antetgi01","Giannis Antetokounmpo",2018,"303",162,42018,"MIL","BOS","HOME","3","9:18",0,3,26,63,39
"561513",561513,561513,"bynuman01","Andrew Bynum",2012,"327",240,20312,"LAL","DEN","AWAY","1","00:02.2",0,3,28,23,21
"561548",561548,561548,"bynuman01","Andrew Bynum",2012,"326",255,20612,"LAL","PHI","AWAY","4","00:01.8",0,3,28,90,95
"561855",561855,561855,"bynuman01","Andrew Bynum",2012,"332",260,32512,"LAL","MEM","HOME","4","00:01.2",1,3,28,96,102
"561865",561865,561865,"bynuman01","Andrew Bynum",2012,"318",211,32712,"LAL","GSW","AWAY","3","10:05",0,3,27,56,50
"625198",625198,625198,"cassesa01","Sam Cassell",2001,"314",224,112800,"MIL","MIA","AWAY","4","00:00.9",1,3,26,102,101
"625214",625214,625214,"cassesa01","Sam Cassell",2001,"297",268,120200,"MIL","ATL","AWAY","2","6:28",1,3,25,32,39
"625224",625224,625224,"cassesa01","Sam Cassell",2001,"322",211,120300,"MIL","IND","HOME","2","00:17.6",0,3,27,43,44
"625263",625263,625263,"cassesa01","Sam Cassell",2001,"320",224,121200,"MIL","LAL","AWAY","2","3:21",0,3,27,41,44
"625316",625316,625316,"cassesa01","Sam Cassell",2001,"307",161,122100,"MIL","NJN","HOME","2","2:27",0,3,27,45,27
"625362",625362,625362,"cassesa01","Sam Cassell",2001,"288",201,10201,"MIL","CHI","AWAY","3","7:48",0,3,24,64,34
"625421",625421,625421,"cassesa01","Sam Cassell",2001,"312",169,10901,"MIL","WAS","HOME","2","9:26",1,3,27,33,30
"625522",625522,625522,"cassesa01","Sam Cassell",2001,"322",258,12301,"MIL","NYK","HOME","2","4:35",0,3,27,52,37
"625789",625789,625789,"cassesa01","Sam Cassell",2001,"314",184,30501,"MIL","NJN","AWAY","4","7:10",1,3,27,88,79
"625861",625861,625861,"cassesa01","Sam Cassell",2001,"307",247,31301,"MIL","TOR","AWAY","3","00:41.9",0,3,26,88,70
"625906",625906,625906,"cassesa01","Sam Cassell",2001,"312",272,32101,"MIL","LAL","HOME","1","3:55",0,3,26,8,19
"625993",625993,625993,"cassesa01","Sam Cassell",2001,"291",169,33101,"MIL","SAS","AWAY","2","3:51",1,3,25,42,44
"626005",626005,626005,"cassesa01","Sam Cassell",2001,"307",203,33101,"MIL","SAS","AWAY","4","3:30",0,3,26,79,72
"626036",626036,626036,"cassesa01","Sam Cassell",2001,"312",300,40401,"MIL","GSW","AWAY","2","9:00",0,3,27,37,28
"626069",626069,626069,"cassesa01","Sam Cassell",2001,"295",241,40801,"MIL","SEA","AWAY","1","4:38",0,3,25,12,13
"626150",626150,626150,"cassesa01","Sam Cassell",2001,"312",175,42201,"MIL","ORL","HOME","2","00:49.2",0,3,27,45,44
"626209",626209,626209,"cassesa01","Sam Cassell",2001,"299",217,50101,"MIL","ORL","AWAY","3","11:36",1,3,25,60,61
"626242",626242,626242,"cassesa01","Sam Cassell",2001,"301",196,50801,"MIL","CHH","HOME","2","3:19",0,3,25,39,29
"626254",626254,626254,"cassesa01","Sam Cassell",2001,"307",222,51001,"MIL","CHH","AWAY","1","5:18",1,3,26,17,15
"626315",626315,626315,"cassesa01","Sam Cassell",2001,"322",169,52001,"MIL","CHH","HOME","4","00:11.6",0,3,28,104,92
"626318",626318,626318,"cassesa01","Sam Cassell",2001,"307",224,52201,"MIL","PHI","AWAY","1","4:02",0,3,26,12,13
"626427",626427,626427,"cassesa01","Sam Cassell",2002,"291",192,103001,"MIL","UTA","AWAY","2","2:10",0,3,25,42,52
"626441",626441,626441,"cassesa01","Sam Cassell",2002,"299",251,110101,"MIL","DEN","AWAY","2","4:45",1,3,25,41,53
"626490",626490,626490,"cassesa01","Sam Cassell",2002,"307",258,111401,"MIL","WAS","AWAY","1","6:06",1,3,26,17,19
"626531",626531,626531,"cassesa01","Sam Cassell",2002,"297",228,112201,"MIL","TOR","AWAY","4","6:15",0,3,25,70,66
"626534",626534,626534,"cassesa01","Sam Cassell",2002,"297",228,112201,"MIL","TOR","AWAY","4","2:00",0,3,25,72,74
"626588",626588,626588,"cassesa01","Sam Cassell",2002,"276",161,113001,"MIL","POR","AWAY","4","11:40",0,3,24,73,83
"626592",626592,626592,"cassesa01","Sam Cassell",2002,"303",222,120201,"MIL","SEA","AWAY","1","5:35",0,3,25,5,13
"626725",626725,626725,"cassesa01","Sam Cassell",2002,"307",222,121801,"MIL","MEM","AWAY","4","3:29",1,3,26,102,92
"626800",626800,626800,"cassesa01","Sam Cassell",2002,"280",175,122801,"MIL","CHH","AWAY","1","3:48",0,3,24,22,17
"626810",626810,626810,"cassesa01","Sam Cassell",2002,"291",217,122801,"MIL","CHH","AWAY","3","2:50",0,3,24,79,63
"626833",626833,626833,"cassesa01","Sam Cassell",2002,"303",277,122901,"MIL","SAS","HOME","1OT","4:13",0,3,26,93,93
"626926",626926,626926,"cassesa01","Sam Cassell",2002,"284",317,11202,"MIL","NYK","AWAY","3","5:53",0,3,25,64,40
"626943",626943,626943,"cassesa01","Sam Cassell",2002,"303",222,11502,"MIL","IND","AWAY","3","2:38",0,3,25,84,66
"626983",626983,626983,"cassesa01","Sam Cassell",2002,"314",228,11902,"MIL","ATL","AWAY","1","10:44",0,3,26,4,1
"627027",627027,627027,"cassesa01","Sam Cassell",2002,"307",207,12202,"MIL","PHO","HOME","3","2:10",0,3,26,55,69
"627033",627033,627033,"cassesa01","Sam Cassell",2002,"303",169,12402,"MIL","SEA","HOME","1","10:38",1,3,26,7,2
"627047",627047,627047,"cassesa01","Sam Cassell",2002,"324",228,12402,"MIL","SEA","HOME","3","4:43",1,3,27,72,67
"627086",627086,627086,"cassesa01","Sam Cassell",2002,"297",213,13102,"MIL","NJN","AWAY","2","1:03",0,3,25,52,55
"627136",627136,627136,"cassesa01","Sam Cassell",2002,"293",262,21202,"MIL","CHI","AWAY","3","5:54",1,3,24,67,59
"627211",627211,627211,"cassesa01","Sam Cassell",2002,"307",163,22602,"MIL","LAL","HOME","2","10:24",0,3,27,30,29
"627270",627270,627270,"cassesa01","Sam Cassell",2002,"297",205,30502,"MIL","NYK","AWAY","3","7:47",1,3,25,57,64
"627298",627298,627298,"cassesa01","Sam Cassell",2002,"291",236,30802,"MIL","CLE","HOME","3","4:06",0,3,24,60,60
"627385",627385,627385,"cassesa01","Sam Cassell",2002,"293",203,31902,"MIL","ORL","AWAY","4","2:20",0,3,25,87,98
"627441",627441,627441,"cassesa01","Sam Cassell",2002,"307",167,32902,"MIL","WAS","AWAY","1","5:49",0,3,27,12,13
"627468",627468,627468,"cassesa01","Sam Cassell",2002,"282",173,40202,"MIL","ATL","AWAY","1","11:38",0,3,24,0,0
"627486",627486,627486,"cassesa01","Sam Cassell",2002,"299",230,40202,"MIL","ATL","AWAY","4","4:52",0,3,25,82,89
"627743",627743,627743,"cassesa01","Sam Cassell",2003,"300",168,111902,"MIL","MIA","HOME","1","3:09",1,3,26,21,21
"627754",627754,627754,"cassesa01","Sam Cassell",2003,"313",215,111902,"MIL","MIA","HOME","4","2:08",0,3,26,84,96
"627794",627794,627794,"cassesa01","Sam Cassell",2003,"288",165,112502,"MIL","PHO","AWAY","3","8:23",0,3,25,51,51
"627843",627843,627843,"cassesa01","Sam Cassell",2003,"354",181,112902,"MIL","DET","AWAY","4","00:02.8",0,3,31,91,96
"627879",627879,627879,"cassesa01","Sam Cassell",2003,"295",232,120902,"MIL","CLE","AWAY","1","10:25",1,3,25,7,2
"627889",627889,627889,"cassesa01","Sam Cassell",2003,"300",206,120902,"MIL","CLE","AWAY","3","11:38",1,3,25,59,47
"627913",627913,627913,"cassesa01","Sam Cassell",2003,"300",209,121102,"MIL","IND","HOME","3","4:40",0,3,25,70,74
"628098",628098,628098,"cassesa01","Sam Cassell",2003,"303",241,10603,"MIL","CLE","AWAY","2","1:21",0,3,25,50,47
"628129",628129,628129,"cassesa01","Sam Cassell",2003,"308",317,11403,"MIL","ATL","HOME","4","2:10",1,3,27,95,82
"628174",628174,628174,"cassesa01","Sam Cassell",2003,"285",307,12203,"MIL","BOS","AWAY","3","8:39",0,3,24,64,57
"628198",628198,628198,"cassesa01","Sam Cassell",2003,"292",171,12503,"MIL","DEN","HOME","4","2:19",0,3,25,84,69
"628377",628377,628377,"cassesa01","Sam Cassell",2003,"292",269,22203,"MIL","POR","AWAY","4","2:20",0,3,24,86,87
"628413",628413,628413,"cassesa01","Sam Cassell",2003,"290",163,22803,"MIL","IND","AWAY","1","4:01",0,3,25,17,13
"628468",628468,628468,"cassesa01","Sam Cassell",2003,"302",227,30703,"MIL","WAS","AWAY","1","8:58",0,3,25,6,4
"628476",628476,628476,"cassesa01","Sam Cassell",2003,"303",271,30703,"MIL","WAS","AWAY","3","10:06",0,3,25,49,42
"628514",628514,628514,"cassesa01","Sam Cassell",2003,"293",169,31103,"MIL","SAS","HOME","4","1:16",1,3,25,102,97
"628526",628526,628526,"cassesa01","Sam Cassell",2003,"292",171,31203,"MIL","ATL","AWAY","2","0:34",0,3,25,48,52
"628542",628542,628542,"cassesa01","Sam Cassell",2003,"297",240,31503,"MIL","LAL","HOME","3","6:57",0,3,25,68,61
"628562",628562,628562,"cassesa01","Sam Cassell",2003,"288",309,31903,"MIL","NJN","AWAY","1","6:44",1,3,25,13,12
"628567",628567,628567,"cassesa01","Sam Cassell",2003,"283",171,31903,"MIL","NJN","AWAY","2","00:01.8",1,3,24,54,47
"628609",628609,628609,"cassesa01","Sam Cassell",2003,"297",202,32503,"MIL","SAS","AWAY","1","1:19",0,3,25,17,19
"628634",628634,628634,"cassesa01","Sam Cassell",2003,"292",184,32803,"MIL","UTA","AWAY","1","8:00",0,3,25,8,7
"628667",628667,628667,"cassesa01","Sam Cassell",2003,"297",240,33103,"MIL","MIA","AWAY","4","4:39",0,3,25,74,78
"628668",628668,628668,"cassesa01","Sam Cassell",2003,"295",268,33103,"MIL","MIA","AWAY","4","4:04",1,3,25,77,80
"628669",628669,628669,"cassesa01","Sam Cassell",2003,"290",294,33103,"MIL","MIA","AWAY","4","3:24",1,3,25,80,80
"628711",628711,628711,"cassesa01","Sam Cassell",2003,"305",217,40503,"MIL","CHI","AWAY","4","6:08",0,3,26,98,90
"628716",628716,628716,"cassesa01","Sam Cassell",2003,"310",176,40503,"MIL","CHI","AWAY","1OT","4:02",1,3,27,108,105
"628717",628717,628717,"cassesa01","Sam Cassell",2003,"295",312,40503,"MIL","CHI","AWAY","1OT","2:33",0,3,26,108,110
"628808",628808,628808,"cassesa01","Sam Cassell",2003,"311",253,42403,"MIL","NJN","HOME","3","1:33",1,3,26,69,75
"628815",628815,628815,"cassesa01","Sam Cassell",2003,"320",238,42603,"MIL","NJN","HOME","2","5:52",0,3,27,40,40
"628874",628874,628874,"cassesa01","Sam Cassell",2004,"285",165,103103,"MIN","NJN","AWAY","3","9:44",0,3,25,36,46
"628906",628906,628906,"cassesa01","Sam Cassell",2004,"293",224,110303,"MIN","UTA","AWAY","4","10:29",0,3,24,69,67
"628998",628998,628998,"cassesa01","Sam Cassell",2004,"290",214,111403,"MIN","UTA","HOME","2","7:25",0,3,24,22,33
"629158",629158,629158,"cassesa01","Sam Cassell",2004,"293",173,120703,"MIN","LAC","AWAY","2","6:57",0,3,25,31,33
"629170",629170,629170,"cassesa01","Sam Cassell",2004,"297",235,120703,"MIN","LAC","AWAY","4","1:46",1,3,25,90,92
"629183",629183,629183,"cassesa01","Sam Cassell",2004,"311",238,120903,"MIN","GSW","HOME","3","3:55",1,3,26,77,71
"629257",629257,629257,"cassesa01","Sam Cassell",2004,"292",168,121803,"MIN","DAL","HOME","4","3:04",1,3,25,105,100
"629319",629319,629319,"cassesa01","Sam Cassell",2004,"307",220,122703,"MIN","SEA","AWAY","3","1:49",1,3,26,68,58
"629365",629365,629365,"cassesa01","Sam Cassell",2004,"292",183,10304,"MIN","DAL","AWAY","2","10:13",0,3,25,35,27
"629366",629366,629366,"cassesa01","Sam Cassell",2004,"285",163,10304,"MIN","DAL","AWAY","2","10:07",1,3,25,38,27
"629397",629397,629397,"cassesa01","Sam Cassell",2004,"303",235,10604,"MIN","LAL","HOME","4","5:15",0,3,25,96,83
"629420",629420,629420,"cassesa01","Sam Cassell",2004,"307",184,11004,"MIN","MIA","HOME","3","7:02",1,3,26,49,45
"629422",629422,629422,"cassesa01","Sam Cassell",2004,"292",169,11004,"MIN","MIA","HOME","3","2:12",0,3,25,57,57
"629429",629429,629429,"cassesa01","Sam Cassell",2004,"297",241,11304,"MIN","NOH","AWAY","1","00:02.9",0,3,25,18,30
"629450",629450,629450,"cassesa01","Sam Cassell",2004,"318",238,11404,"MIN","SAS","AWAY","2","00:00.3",0,3,27,36,40
"629478",629478,629478,"cassesa01","Sam Cassell",2004,"298",217,11704,"MIN","HOU","AWAY","4","5:45",1,3,25,63,82
"629508",629508,629508,"cassesa01","Sam Cassell",2004,"293",251,12104,"MIN","TOR","AWAY","3","2:02",0,3,24,72,61
"629512",629512,629512,"cassesa01","Sam Cassell",2004,"295",217,12104,"MIN","TOR","AWAY","4","5:27",1,3,25,87,84
"629523",629523,629523,"cassesa01","Sam Cassell",2004,"288",225,12304,"MIN","DET","HOME","2","2:23",1,3,24,41,31
"629539",629539,629539,"cassesa01","Sam Cassell",2004,"293",278,12504,"MIN","PHO","HOME","1","00:18.9",0,3,25,16,18
"629603",629603,629603,"cassesa01","Sam Cassell",2004,"293",299,13004,"MIN","LAL","AWAY","4","8:07",0,3,25,74,73
"629608",629608,629608,"cassesa01","Sam Cassell",2004,"282",315,20104,"MIN","PHI","HOME","1","7:51",1,3,24,9,10
"629612",629612,629612,"cassesa01","Sam Cassell",2004,"293",229,20104,"MIN","PHI","HOME","2","10:10",0,3,24,27,43
"629622",629622,629622,"cassesa01","Sam Cassell",2004,"288",286,20104,"MIN","PHI","HOME","4","4:55",1,3,24,92,92
"629632",629632,629632,"cassesa01","Sam Cassell",2004,"292",202,20304,"MIN","ORL","HOME","3","6:59",1,3,25,67,61
"629730",629730,629730,"cassesa01","Sam Cassell",2004,"311",306,21904,"MIN","SAC","HOME","3","9:44",0,3,27,45,39
"629801",629801,629801,"cassesa01","Sam Cassell",2004,"325",237,22904,"MIN","PHI","AWAY","4","3:55",0,3,28,71,71
"629802",629802,629802,"cassesa01","Sam Cassell",2004,"303",227,22904,"MIN","PHI","AWAY","4","2:14",0,3,25,72,73
"629842",629842,629842,"cassesa01","Sam Cassell",2004,"305",222,30704,"MIN","BOS","HOME","4","00:00.6",0,3,26,77,80
"629893",629893,629893,"cassesa01","Sam Cassell",2004,"287",311,31404,"MIN","POR","HOME","2","00:50.8",1,3,25,44,53
"629906",629906,629906,"cassesa01","Sam Cassell",2004,"282",317,31804,"MIN","SAS","AWAY","1","6:44",0,3,24,6,10
"630003",630003,630003,"cassesa01","Sam Cassell",2004,"298",238,32904,"MIN","HOU","AWAY","3","5:09",1,3,25,56,54
"630045",630045,630045,"cassesa01","Sam Cassell",2004,"295",217,40404,"MIN","MEM","HOME","3","2:46",1,3,25,69,64
"630120",630120,630120,"cassesa01","Sam Cassell",2004,"290",220,41804,"MIN","DEN","HOME","1","6:39",1,3,24,13,14
"630127",630127,630127,"cassesa01","Sam Cassell",2004,"297",240,41804,"MIN","DEN","HOME","3","10:32",1,3,25,56,44
"630128",630128,630128,"cassesa01","Sam Cassell",2004,"290",251,41804,"MIN","DEN","HOME","3","10:14",1,3,24,59,44
"630151",630151,630151,"cassesa01","Sam Cassell",2004,"292",168,42104,"MIN","DEN","HOME","3","5:53",0,3,25,53,40
"630163",630163,630163,"cassesa01","Sam Cassell",2004,"295",227,42404,"MIN","DEN","AWAY","1","2:37",0,3,25,8,23
"630180",630180,630180,"cassesa01","Sam Cassell",2004,"293",238,43004,"MIN","DEN","HOME","1","11:26",1,3,24,3,0
"630208",630208,630208,"cassesa01","Sam Cassell",2004,"292",194,50404,"MIN","SAC","HOME","3","2:51",1,3,25,66,69
"630214",630214,630214,"cassesa01","Sam Cassell",2004,"282",163,50404,"MIN","SAC","HOME","4","1:08",1,3,24,92,95
"630216",630216,630216,"cassesa01","Sam Cassell",2004,"313",251,50404,"MIN","SAC","HOME","4","00:20.1",1,3,26,98,102
"630272",630272,630272,"cassesa01","Sam Cassell",2004,"297",248,51604,"MIN","SAC","AWAY","2","6:53",0,3,25,37,39
"630291",630291,630291,"cassesa01","Sam Cassell",2004,"292",212,52104,"MIN","LAL","HOME","1","9:14",0,3,24,4,4
"630364",630364,630364,"cassesa01","Sam Cassell",2005,"285",197,110604,"MIN","NOH","HOME","4","5:14",0,3,24,79,78
"630413",630413,630413,"cassesa01","Sam Cassell",2005,"293",225,112004,"MIN","NOH","AWAY","2","00:58.9",0,3,24,44,37
"630456",630456,630456,"cassesa01","Sam Cassell",2005,"288",238,112604,"MIN","MEM","HOME","3","5:24",0,3,24,79,62
"630472",630472,630472,"cassesa01","Sam Cassell",2005,"292",230,112804,"MIN","SAC","AWAY","4","01:16.8",1,3,24,113,104
"630486",630486,630486,"cassesa01","Sam Cassell",2005,"292",178,120104,"MIN","GSW","AWAY","4","8:29",0,3,25,87,91
"630535",630535,630535,"cassesa01","Sam Cassell",2005,"302",266,120704,"MIN","DAL","HOME","2","00:04.9",0,3,25,44,50
"630605",630605,630605,"cassesa01","Sam Cassell",2005,"290",207,121704,"MIN","LAC","HOME","1","7:39",1,3,24,13,10
"630690",630690,630690,"cassesa01","Sam Cassell",2005,"298",176,10505,"MIN","CHA","AWAY","1","2:35",1,3,26,17,13
"630737",630737,630737,"cassesa01","Sam Cassell",2005,"297",229,12805,"MIN","UTA","HOME","4","6:46",1,3,25,80,74
"630740",630740,630740,"cassesa01","Sam Cassell",2005,"288",176,12805,"MIN","UTA","HOME","4","00:32.9",0,3,25,87,85
"630760",630760,630760,"cassesa01","Sam Cassell",2005,"297",246,20105,"MIN","MIL","AWAY","4","00:26.9",0,3,25,84,88
"630761",630761,630761,"cassesa01","Sam Cassell",2005,"318",225,20105,"MIN","MIL","AWAY","4","00:08.9",0,3,27,86,90
"630798",630798,630798,"cassesa01","Sam Cassell",2005,"293",264,20605,"MIN","BOS","HOME","4","3:33",0,3,24,94,95
"630885",630885,630885,"cassesa01","Sam Cassell",2005,"295",202,33105,"MIN","LAL","AWAY","2","9:05",0,3,25,25,25
"630934",630934,630934,"cassesa01","Sam Cassell",2005,"297",234,40805,"MIN","DEN","HOME","3","3:53",1,3,25,65,71
"630942",630942,630942,"cassesa01","Sam Cassell",2005,"287",163,40805,"MIN","DEN","HOME","4","2:55",0,3,25,96,98
"630970",630970,630970,"cassesa01","Sam Cassell",2005,"293",168,41505,"MIN","UTA","AWAY","3","3:35",0,3,25,61,59
"630975",630975,630975,"cassesa01","Sam Cassell",2005,"293",266,41705,"MIN","SEA","HOME","2","8:12",0,3,24,32,42
"631007",631007,631007,"cassesa01","Sam Cassell",2006,"320",264,110205,"LAC","SEA","AWAY","2","7:53",0,3,27,29,31
"631015",631015,631015,"cassesa01","Sam Cassell",2006,"307",253,110205,"LAC","SEA","AWAY","3","7:36",1,3,26,55,57
"631019",631019,631019,"cassesa01","Sam Cassell",2006,"303",273,110205,"LAC","SEA","AWAY","4","6:49",0,3,26,80,82
"631020",631020,631020,"cassesa01","Sam Cassell",2006,"298",294,110205,"LAC","SEA","AWAY","4","4:53",1,3,25,85,87
"631064",631064,631064,"cassesa01","Sam Cassell",2006,"302",202,110705,"LAC","MIN","AWAY","3","7:32",0,3,25,51,52
"631100",631100,631100,"cassesa01","Sam Cassell",2006,"300",248,111305,"LAC","PHI","AWAY","3","7:56",0,3,25,62,70
"631141",631141,631141,"cassesa01","Sam Cassell",2006,"310",224,112305,"LAC","TOR","HOME","3","10:34",1,3,26,56,60
"631187",631187,631187,"cassesa01","Sam Cassell",2006,"295",222,112905,"LAC","MIN","AWAY","4","2:43",1,3,25,85,80
"631192",631192,631192,"cassesa01","Sam Cassell",2006,"300",230,113005,"LAC","CLE","AWAY","2","8:37",0,3,25,28,29
"631196",631196,631196,"cassesa01","Sam Cassell",2006,"290",189,113005,"LAC","CLE","AWAY","3","7:16",0,3,25,56,58
"631249",631249,631249,"cassesa01","Sam Cassell",2006,"315",232,121005,"LAC","PHO","HOME","3","3:42",0,3,27,75,65
"631310",631310,631310,"cassesa01","Sam Cassell",2006,"303",171,121705,"LAC","HOU","HOME","1","00:00.3",0,3,26,23,24
"631319",631319,631319,"cassesa01","Sam Cassell",2006,"315",225,121705,"LAC","HOU","HOME","4","2:29",1,3,27,85,78
"631334",631334,631334,"cassesa01","Sam Cassell",2006,"292",283,122005,"LAC","NJN","AWAY","4","5:17",0,3,25,80,88
"631410",631410,631410,"cassesa01","Sam Cassell",2006,"311",243,10606,"LAC","SAC","AWAY","2","0:00",0,3,26,63,67
"631416",631416,631416,"cassesa01","Sam Cassell",2006,"300",202,10606,"LAC","SAC","AWAY","4","00:06.9",0,3,25,114,116
"631523",631523,631523,"cassesa01","Sam Cassell",2006,"300",237,12206,"LAC","GSW","HOME","4","4:36",0,3,25,97,85
"631553",631553,631553,"cassesa01","Sam Cassell",2006,"310",281,12506,"LAC","NJN","HOME","3","00:30.9",0,3,26,72,56
"631557",631557,631557,"cassesa01","Sam Cassell",2006,"292",235,12706,"LAC","DEN","AWAY","1","4:52",0,3,24,21,16
"631582",631582,631582,"cassesa01","Sam Cassell",2006,"288",238,12806,"LAC","DEN","HOME","1","5:07",0,3,24,16,12
"631587",631587,631587,"cassesa01","Sam Cassell",2006,"310",166,12806,"LAC","DEN","HOME","3","7:54",1,3,27,69,46
"631600",631600,631600,"cassesa01","Sam Cassell",2006,"293",260,13006,"LAC","MIA","AWAY","4","2:29",1,3,24,109,108
"631621",631621,631621,"cassesa01","Sam Cassell",2006,"288",191,20306,"LAC","BOS","AWAY","1","1:08",0,3,24,24,21
"631643",631643,631643,"cassesa01","Sam Cassell",2006,"288",301,20506,"LAC","TOR","AWAY","4","4:32",1,3,25,90,90
"631647",631647,631647,"cassesa01","Sam Cassell",2006,"297",191,20506,"LAC","TOR","AWAY","4","00:09.9",0,3,25,98,100
"631648",631648,631648,"cassesa01","Sam Cassell",2006,"302",229,20506,"LAC","TOR","AWAY","4","00:05.5",1,3,25,101,101
"631676",631676,631676,"cassesa01","Sam Cassell",2006,"316",191,21206,"LAC","CHI","HOME","1","11:18",0,3,27,0,0
"631695",631695,631695,"cassesa01","Sam Cassell",2006,"308",230,21206,"LAC","CHI","HOME","4","00:05.9",0,3,26,91,95
"631714",631714,631714,"cassesa01","Sam Cassell",2006,"295",166,21506,"LAC","GSW","AWAY","1","8:48",1,3,26,7,9
"631739",631739,631739,"cassesa01","Sam Cassell",2006,"287",286,22106,"LAC","DAL","AWAY","2","00:57.9",0,3,24,48,53
"631774",631774,631774,"cassesa01","Sam Cassell",2006,"293",219,22406,"LAC","LAL","HOME","4","2:17",0,3,24,97,81
"631783",631783,631783,"cassesa01","Sam Cassell",2006,"303",161,22706,"LAC","CHA","HOME","2","2:33",1,3,27,48,42
"631811",631811,631811,"cassesa01","Sam Cassell",2006,"285",302,30306,"LAC","UTA","AWAY","3","00:30.7",1,3,24,67,75
"631819",631819,631819,"cassesa01","Sam Cassell",2006,"310",197,30506,"LAC","MEM","HOME","1","2:18",0,3,26,23,23
"631823",631823,631823,"cassesa01","Sam Cassell",2006,"290",166,30706,"LAC","SAS","HOME","1","7:24",0,3,25,10,2
"631904",631904,631904,"cassesa01","Sam Cassell",2006,"305",240,31706,"LAC","PHI","HOME","3","2:21",0,3,26,78,64
"631925",631925,631925,"cassesa01","Sam Cassell",2006,"297",224,32106,"LAC","NOK","AWAY","2","00:53.9",0,3,25,47,60
