"","X.1","X","ID","Player","Season","Top.px...Location.","Left.px...location.","Date","Team","Opponent","Location","Quarter","Game_Clock","Outcome..1.if.made..0.otherwise.","Shot_Value","Shot_Distance.ft.","Team_Score","Opponent_Score"
"109340",109340,109340,"antetgi01","Giannis Antetokounmpo",2018,"192",28,32718,"MIL","LAC","AWAY","2","5:48",0,3,25,38,53
"109353",109353,109353,"antetgi01","Giannis Antetokounmpo",2018,"235",72,32918,"MIL","GSW","AWAY","1","11:13",1,3,24,5,0
"109358",109358,109358,"antetgi01","Giannis Antetokounmpo",2018,"176",28,32918,"MIL","GSW","AWAY","1","3:42",0,3,24,21,23
"109366",109366,109366,"antetgi01","Giannis Antetokounmpo",2018,"260",54,32918,"MIL","GSW","AWAY","3","7:23",1,3,28,70,57
"109394",109394,109394,"antetgi01","Giannis Antetokounmpo",2018,"58",19,40118,"MIL","DEN","AWAY","1","1:03",1,3,22,30,20
"109401",109401,109401,"antetgi01","Giannis Antetokounmpo",2018,"247",90,40118,"MIL","DEN","AWAY","4","9:58",0,3,24,97,83
"109414",109414,109414,"antetgi01","Giannis Antetokounmpo",2018,"271",82,40318,"MIL","BOS","HOME","3","10:57",0,3,27,58,58
"109416",109416,109416,"antetgi01","Giannis Antetokounmpo",2018,"283",129,40318,"MIL","BOS","HOME","3","6:09",0,3,25,62,65
"109431",109431,109431,"antetgi01","Giannis Antetokounmpo",2018,"303",132,40518,"MIL","BRK","HOME","2","9:42",0,3,27,28,33
"109435",109435,109435,"antetgi01","Giannis Antetokounmpo",2018,"318",134,40518,"MIL","BRK","HOME","2","0:00",0,3,28,45,52
"109442",109442,109442,"antetgi01","Giannis Antetokounmpo",2018,"285",110,40518,"MIL","BRK","HOME","4","1:42",0,3,26,105,108
"109457",109457,109457,"antetgi01","Giannis Antetokounmpo",2018,"259",84,41118,"MIL","PHI","AWAY","3","10:37",0,3,26,44,80
"109497",109497,109497,"antetgi01","Giannis Antetokounmpo",2018,"244",82,41718,"MIL","BOS","AWAY","4","2:42",0,3,25,99,115
"109514",109514,109514,"antetgi01","Giannis Antetokounmpo",2018,"256",77,42218,"MIL","BOS","HOME","1","5:36",0,3,26,5,12
"109555",109555,109555,"antetgi01","Giannis Antetokounmpo",2018,"205",37,42618,"MIL","BOS","HOME","4","10:51",0,3,25,74,67
"109564",109564,109564,"antetgi01","Giannis Antetokounmpo",2018,"197",36,42818,"MIL","BOS","AWAY","1","9:45",0,3,25,2,6
"109569",109569,109569,"antetgi01","Giannis Antetokounmpo",2018,"266",90,42818,"MIL","BOS","AWAY","2","9:20",1,3,26,28,32
"109579",109579,109579,"antetgi01","Giannis Antetokounmpo",2018,"292",120,42818,"MIL","BOS","AWAY","4","3:33",0,3,27,86,103
"558565",558565,558565,"bynuman01","Andrew Bynum",2007,"295",146,110106,"LAL","GSW","AWAY","1","9:53",0,3,26,2,6
"625080",625080,625080,"cassesa01","Sam Cassell",2001,"80",2,110800,"MIL","IND","AWAY","4","9:40",0,3,24,76,88
"625119",625119,625119,"cassesa01","Sam Cassell",2001,"76",11,111700,"MIL","CLE","HOME","3","3:02",0,3,23,59,59
"625136",625136,625136,"cassesa01","Sam Cassell",2001,"50",-2,111800,"MIL","TOR","AWAY","4","2:11",0,3,24,98,107
"625175",625175,625175,"cassesa01","Sam Cassell",2001,"84",15,112700,"MIL","ORL","AWAY","2","1:17",1,3,23,54,40
"625177",625177,625177,"cassesa01","Sam Cassell",2001,"278",108,112700,"MIL","ORL","AWAY","3","10:22",1,3,26,61,48
"625184",625184,625184,"cassesa01","Sam Cassell",2001,"255",104,112800,"MIL","MIA","AWAY","1","7:07",0,3,25,7,18
"625200",625200,625200,"cassesa01","Sam Cassell",2001,"291",116,113000,"MIL","BOS","HOME","1","7:09",1,3,27,12,8
"625206",625206,625206,"cassesa01","Sam Cassell",2001,"284",125,113000,"MIL","BOS","HOME","3","9:20",1,3,26,64,49
"625219",625219,625219,"cassesa01","Sam Cassell",2001,"73",9,120200,"MIL","ATL","AWAY","3","11:38",0,3,23,53,49
"625225",625225,625225,"cassesa01","Sam Cassell",2001,"65",17,120300,"MIL","IND","HOME","3","10:48",0,3,22,45,44
"625228",625228,625228,"cassesa01","Sam Cassell",2001,"44",19,120600,"MIL","NJN","AWAY","1","11:36",0,3,22,0,2
"625252",625252,625252,"cassesa01","Sam Cassell",2001,"284",110,120900,"MIL","WAS","HOME","3","11:50",1,3,27,62,41
"625264",625264,625264,"cassesa01","Sam Cassell",2001,"255",55,121200,"MIL","LAL","AWAY","2","00:05.9",0,3,28,48,51
"625265",625265,625265,"cassesa01","Sam Cassell",2001,"63",13,121200,"MIL","LAL","AWAY","3","9:43",1,3,23,57,56
"625267",625267,625267,"cassesa01","Sam Cassell",2001,"242",70,121200,"MIL","LAL","AWAY","3","7:55",1,3,26,65,62
"625280",625280,625280,"cassesa01","Sam Cassell",2001,"244",95,121300,"MIL","UTA","AWAY","3","8:23",1,3,24,61,52
"625281",625281,625281,"cassesa01","Sam Cassell",2001,"244",102,121300,"MIL","UTA","AWAY","3","6:42",0,3,24,63,57
"625282",625282,625282,"cassesa01","Sam Cassell",2001,"46",15,121500,"MIL","TOR","HOME","1","11:45",1,3,23,3,0
"625284",625284,625284,"cassesa01","Sam Cassell",2001,"217",62,121500,"MIL","TOR","HOME","1","7:43",0,3,24,8,10
"625301",625301,625301,"cassesa01","Sam Cassell",2001,"29",11,121700,"MIL","NYK","AWAY","3","8:15",0,3,23,52,64
"625305",625305,625305,"cassesa01","Sam Cassell",2001,"227",78,121700,"MIL","NYK","AWAY","1OT","4:02",0,3,24,95,95
"625398",625398,625398,"cassesa01","Sam Cassell",2001,"74",16,10701,"MIL","VAN","AWAY","1","7:32",1,3,23,15,11
"625496",625496,625496,"cassesa01","Sam Cassell",2001,"295",156,11901,"MIL","CHH","AWAY","3","10:58",1,3,26,62,50
"625523",625523,625523,"cassesa01","Sam Cassell",2001,"250",83,12301,"MIL","NYK","HOME","2","00:50.1",0,3,25,58,47
"625524",625524,625524,"cassesa01","Sam Cassell",2001,"261",89,12301,"MIL","NYK","HOME","3","11:38",1,3,26,61,49
"625527",625527,625527,"cassesa01","Sam Cassell",2001,"92",11,12301,"MIL","NYK","HOME","3","5:32",0,3,23,70,63
"625531",625531,625531,"cassesa01","Sam Cassell",2001,"267",68,12301,"MIL","NYK","HOME","4","4:25",1,3,28,99,83
"625558",625558,625558,"cassesa01","Sam Cassell",2001,"54",2,13101,"MIL","DEN","HOME","4","6:44",0,3,24,93,86
"625601",625601,625601,"cassesa01","Sam Cassell",2001,"242",74,20701,"MIL","BOS","AWAY","3","3:58",0,3,25,60,54
"625603",625603,625603,"cassesa01","Sam Cassell",2001,"253",74,20701,"MIL","BOS","AWAY","4","3:43",0,3,26,78,83
"625611",625611,625611,"cassesa01","Sam Cassell",2001,"37",11,21301,"MIL","PHI","HOME","2","0:32",0,3,23,51,57
"625713",625713,625713,"cassesa01","Sam Cassell",2001,"57",9,22501,"MIL","GSW","HOME","3","4:41",1,3,23,83,69
"625763",625763,625763,"cassesa01","Sam Cassell",2001,"267",95,30301,"MIL","CHI","HOME","1","5:51",0,3,26,19,12
"625779",625779,625779,"cassesa01","Sam Cassell",2001,"31",11,30301,"MIL","CHI","HOME","1OT","00:00.3",1,3,23,110,110
"625785",625785,625785,"cassesa01","Sam Cassell",2001,"143",19,30501,"MIL","NJN","AWAY","1","3:19",0,3,24,16,11
"625798",625798,625798,"cassesa01","Sam Cassell",2001,"272",108,30701,"MIL","BOS","AWAY","1","4:40",0,3,26,9,13
"625799",625799,625799,"cassesa01","Sam Cassell",2001,"99",7,30701,"MIL","BOS","AWAY","1","1:49",0,3,24,14,16
"625807",625807,625807,"cassesa01","Sam Cassell",2001,"231",51,30701,"MIL","BOS","AWAY","3","10:08",0,3,26,50,46
"625822",625822,625822,"cassesa01","Sam Cassell",2001,"213",34,31001,"MIL","CHH","AWAY","2","2:04",0,3,26,44,41
"625828",625828,625828,"cassesa01","Sam Cassell",2001,"278",89,31001,"MIL","CHH","AWAY","4","3:53",0,3,27,85,94
"625842",625842,625842,"cassesa01","Sam Cassell",2001,"27",5,31101,"MIL","CLE","AWAY","3","5:50",0,3,24,70,78
"625853",625853,625853,"cassesa01","Sam Cassell",2001,"59",5,31301,"MIL","TOR","AWAY","2","1:40",0,3,24,54,52
"625883",625883,625883,"cassesa01","Sam Cassell",2001,"259",95,31801,"MIL","DET","AWAY","1","6:04",0,3,25,14,13
"625918",625918,625918,"cassesa01","Sam Cassell",2001,"54",2,32301,"MIL","ORL","HOME","1","10:26",1,3,24,3,6
"625924",625924,625924,"cassesa01","Sam Cassell",2001,"27",11,32301,"MIL","ORL","HOME","3","10:32",0,3,23,65,51
"625926",625926,625926,"cassesa01","Sam Cassell",2001,"217",47,32301,"MIL","ORL","HOME","3","9:16",0,3,26,69,51
"625950",625950,625950,"cassesa01","Sam Cassell",2001,"50",11,32501,"MIL","ATL","HOME","4","4:31",1,3,23,94,90
"625959",625959,625959,"cassesa01","Sam Cassell",2001,"221",32,32601,"MIL","PHI","AWAY","2","00:04.7",0,3,27,42,44
"625970",625970,625970,"cassesa01","Sam Cassell",2001,"291",139,32901,"MIL","MIA","HOME","1","9:02",0,3,26,4,6
"625982",625982,625982,"cassesa01","Sam Cassell",2001,"221",53,32901,"MIL","MIA","HOME","3","2:14",0,3,25,66,67
"625986",625986,625986,"cassesa01","Sam Cassell",2001,"234",83,33101,"MIL","SAS","AWAY","1","9:52",1,3,24,9,6
"625989",625989,625989,"cassesa01","Sam Cassell",2001,"177",17,33101,"MIL","SAS","AWAY","1","6:02",0,3,26,13,10
"626029",626029,626029,"cassesa01","Sam Cassell",2001,"80",7,40301,"MIL","SAC","AWAY","4","1:31",1,3,23,104,101
"626066",626066,626066,"cassesa01","Sam Cassell",2001,"208",36,40801,"MIL","SEA","AWAY","1","8:59",0,3,26,6,7
"626077",626077,626077,"cassesa01","Sam Cassell",2001,"59",9,40801,"MIL","SEA","AWAY","3","4:46",0,3,23,50,70
"626125",626125,626125,"cassesa01","Sam Cassell",2001,"278",83,41401,"MIL","TOR","HOME","2","0:01",0,3,28,67,44
"626144",626144,626144,"cassesa01","Sam Cassell",2001,"278",139,42201,"MIL","ORL","HOME","1","5:39",0,3,25,9,13
"626154",626154,626154,"cassesa01","Sam Cassell",2001,"238",68,42201,"MIL","ORL","HOME","3","8:58",0,3,25,58,50
"626177",626177,626177,"cassesa01","Sam Cassell",2001,"244",62,42501,"MIL","ORL","HOME","4","2:53",1,3,26,97,86
"626191",626191,626191,"cassesa01","Sam Cassell",2001,"88",2,42801,"MIL","ORL","AWAY","2","00:21.3",0,3,24,50,44
"626193",626193,626193,"cassesa01","Sam Cassell",2001,"183",17,42801,"MIL","ORL","AWAY","3","7:15",0,3,26,60,57
"626200",626200,626200,"cassesa01","Sam Cassell",2001,"210",53,42801,"MIL","ORL","AWAY","1OT","2:24",0,3,25,114,113
"626219",626219,626219,"cassesa01","Sam Cassell",2001,"288",116,50101,"MIL","ORL","AWAY","4","2:06",0,3,27,110,96
"626230",626230,626230,"cassesa01","Sam Cassell",2001,"257",74,50601,"MIL","CHH","HOME","2","00:00.3",1,3,27,55,40
"626231",626231,626231,"cassesa01","Sam Cassell",2001,"156",11,50601,"MIL","CHH","HOME","3","9:15",0,3,25,62,42
"626232",626232,626232,"cassesa01","Sam Cassell",2001,"234",83,50601,"MIL","CHH","HOME","3","6:56",0,3,24,68,47
"626233",626233,626233,"cassesa01","Sam Cassell",2001,"50",11,50601,"MIL","CHH","HOME","3","6:06",1,3,23,71,51
"626234",626234,626234,"cassesa01","Sam Cassell",2001,"206",38,50601,"MIL","CHH","HOME","4","4:39",0,3,26,89,81
"626256",626256,626256,"cassesa01","Sam Cassell",2001,"84",11,51001,"MIL","CHH","AWAY","2","5:33",1,3,23,43,35
"626273",626273,626273,"cassesa01","Sam Cassell",2001,"276",106,51301,"MIL","CHH","AWAY","3","6:20",0,3,26,56,58
"626274",626274,626274,"cassesa01","Sam Cassell",2001,"265",127,51301,"MIL","CHH","AWAY","3","3:41",0,3,24,64,60
"626286",626286,626286,"cassesa01","Sam Cassell",2001,"295",139,51501,"MIL","CHH","HOME","4","4:30",1,3,27,82,85
"626312",626312,626312,"cassesa01","Sam Cassell",2001,"200",32,52001,"MIL","CHH","HOME","3","9:54",1,3,26,49,52
"626361",626361,626361,"cassesa01","Sam Cassell",2001,"264",110,52801,"MIL","PHI","HOME","1","10:49",0,3,25,2,0
"626429",626429,626429,"cassesa01","Sam Cassell",2002,"265",106,103001,"MIL","UTA","AWAY","3","8:18",1,3,25,61,60
"626433",626433,626433,"cassesa01","Sam Cassell",2002,"238",85,103001,"MIL","UTA","AWAY","3","2:32",0,3,24,69,74
"626436",626436,626436,"cassesa01","Sam Cassell",2002,"255",112,103001,"MIL","UTA","AWAY","1OT","3:31",1,3,24,107,103
"626442",626442,626442,"cassesa01","Sam Cassell",2002,"187",19,110101,"MIL","DEN","AWAY","3","11:39",0,3,26,49,63
"626446",626446,626446,"cassesa01","Sam Cassell",2002,"160",19,110101,"MIL","DEN","AWAY","4","2:27",1,3,25,99,98
"626453",626453,626453,"cassesa01","Sam Cassell",2002,"278",150,110301,"MIL","BOS","HOME","2","5:09",1,3,25,40,35
"626455",626455,626455,"cassesa01","Sam Cassell",2002,"219",55,110301,"MIL","BOS","HOME","3","11:18",1,3,25,60,44
"626459",626459,626459,"cassesa01","Sam Cassell",2002,"37",5,110301,"MIL","BOS","HOME","3","1:26",0,3,24,80,71
"626460",626460,626460,"cassesa01","Sam Cassell",2002,"229",78,110301,"MIL","BOS","HOME","4","3:12",0,3,24,94,90
"626467",626467,626467,"cassesa01","Sam Cassell",2002,"236",64,110801,"MIL","MIA","HOME","2","2:00",0,3,26,39,32
"626474",626474,626474,"cassesa01","Sam Cassell",2002,"229",40,110801,"MIL","MIA","HOME","4","4:28",1,3,27,81,72
"626481",626481,626481,"cassesa01","Sam Cassell",2002,"208",26,111001,"MIL","MIN","HOME","2","2:05",0,3,27,26,42
"626485",626485,626485,"cassesa01","Sam Cassell",2002,"63",5,111001,"MIL","MIN","HOME","4","10:13",0,3,24,60,78
"626489",626489,626489,"cassesa01","Sam Cassell",2002,"120",7,111401,"MIL","WAS","AWAY","1","7:07",1,3,24,13,14
"626497",626497,626497,"cassesa01","Sam Cassell",2002,"27",0,111401,"MIL","WAS","AWAY","3","7:51",0,3,24,65,52
"626520",626520,626520,"cassesa01","Sam Cassell",2002,"229",70,112201,"MIL","TOR","AWAY","1","3:22",0,3,25,16,15
"626530",626530,626530,"cassesa01","Sam Cassell",2002,"223",70,112201,"MIL","TOR","AWAY","3","1:35",0,3,24,64,57
"626539",626539,626539,"cassesa01","Sam Cassell",2002,"286",112,112401,"MIL","ATL","HOME","2","6:44",0,3,27,26,36
"626550",626550,626550,"cassesa01","Sam Cassell",2002,"219",40,112401,"MIL","ATL","HOME","4","2:14",0,3,26,85,79
"626585",626585,626585,"cassesa01","Sam Cassell",2002,"42",13,113001,"MIL","POR","AWAY","3","4:05",1,3,23,67,79
"626586",626586,626586,"cassesa01","Sam Cassell",2002,"164",24,113001,"MIL","POR","AWAY","3","2:06",0,3,24,67,81
"626593",626593,626593,"cassesa01","Sam Cassell",2002,"80",-2,120201,"MIL","SEA","AWAY","2","8:18",1,3,24,24,37
"626600",626600,626600,"cassesa01","Sam Cassell",2002,"269",106,120201,"MIL","SEA","AWAY","3","3:36",0,3,26,56,73
"626617",626617,626617,"cassesa01","Sam Cassell",2002,"84",11,120401,"MIL","NYK","HOME","4","6:41",0,3,23,64,73
"626635",626635,626635,"cassesa01","Sam Cassell",2002,"48",5,120801,"MIL","NJN","HOME","1","8:49",1,3,24,9,8
"626670",626670,626670,"cassesa01","Sam Cassell",2002,"65",0,121101,"MIL","MIA","AWAY","4","00:59.2",0,3,24,94,97
"626688",626688,626688,"cassesa01","Sam Cassell",2002,"39",15,121401,"MIL","PHI","AWAY","3","2:26",1,3,23,64,59
"626692",626692,626692,"cassesa01","Sam Cassell",2002,"234",51,121401,"MIL","PHI","AWAY","4","7:15",1,3,26,82,67
"626722",626722,626722,"cassesa01","Sam Cassell",2002,"65",5,121801,"MIL","MEM","AWAY","3","6:58",0,3,24,75,70
"626760",626760,626760,"cassesa01","Sam Cassell",2002,"282",139,122201,"MIL","HOU","AWAY","4","1:18",1,3,25,105,105
"626770",626770,626770,"cassesa01","Sam Cassell",2002,"76",15,122301,"MIL","SAS","AWAY","3","11:38",1,3,23,50,50
"626780",626780,626780,"cassesa01","Sam Cassell",2002,"229",72,122301,"MIL","SAS","AWAY","4","1:30",1,3,25,101,91
"626793",626793,626793,"cassesa01","Sam Cassell",2002,"248",64,122601,"MIL","ATL","HOME","3","00:50.8",0,3,26,79,71
"626797",626797,626797,"cassesa01","Sam Cassell",2002,"223",70,122801,"MIL","CHH","AWAY","1","7:11",1,3,24,12,10
"626799",626799,626799,"cassesa01","Sam Cassell",2002,"223",70,122801,"MIL","CHH","AWAY","1","6:34",1,3,24,15,12
"626802",626802,626802,"cassesa01","Sam Cassell",2002,"213",55,122801,"MIL","CHH","AWAY","1","3:01",1,3,25,27,21
"626812",626812,626812,"cassesa01","Sam Cassell",2002,"280",139,122801,"MIL","CHH","AWAY","3","00:58.7",0,3,25,81,67
"626839",626839,626839,"cassesa01","Sam Cassell",2002,"44",7,123101,"MIL","CHI","AWAY","1","2:34",1,3,23,14,12
"626853",626853,626853,"cassesa01","Sam Cassell",2002,"231",66,123101,"MIL","CHI","AWAY","4","10:14",0,3,25,66,70
"626888",626888,626888,"cassesa01","Sam Cassell",2002,"33",11,10802,"MIL","GSW","AWAY","3","5:17",1,3,23,81,62
"626916",626916,626916,"cassesa01","Sam Cassell",2002,"265",106,11202,"MIL","NYK","AWAY","1","1:54",0,3,25,21,10
"626929",626929,626929,"cassesa01","Sam Cassell",2002,"23",-6,11202,"MIL","NYK","AWAY","4","10:21",0,3,25,76,67
"626930",626930,626930,"cassesa01","Sam Cassell",2002,"177",19,11202,"MIL","NYK","AWAY","4","9:25",1,3,25,81,70
"626939",626939,626939,"cassesa01","Sam Cassell",2002,"42",-2,11502,"MIL","IND","AWAY","3","9:31",0,3,24,61,51
"626940",626940,626940,"cassesa01","Sam Cassell",2002,"269",106,11502,"MIL","IND","AWAY","3","8:39",1,3,26,66,53
"626948",626948,626948,"cassesa01","Sam Cassell",2002,"185",11,11502,"MIL","IND","AWAY","4","3:42",0,3,27,97,88
"626958",626958,626958,"cassesa01","Sam Cassell",2002,"297",156,11602,"MIL","IND","HOME","2","00:49.9",0,3,26,51,47
"626959",626959,626959,"cassesa01","Sam Cassell",2002,"280",121,11602,"MIL","IND","HOME","3","10:29",0,3,26,55,49
"626980",626980,626980,"cassesa01","Sam Cassell",2002,"223",49,11802,"MIL","ORL","HOME","3","1:48",0,3,26,69,77
"626982",626982,626982,"cassesa01","Sam Cassell",2002,"202",40,11802,"MIL","ORL","HOME","4","00:47.3",1,3,25,109,108
"626991",626991,626991,"cassesa01","Sam Cassell",2002,"274",118,11902,"MIL","ATL","AWAY","3","5:51",0,3,26,67,72
"627001",627001,627001,"cassesa01","Sam Cassell",2002,"46",2,12102,"MIL","DET","AWAY","2","3:51",0,3,24,49,32
"627003",627003,627003,"cassesa01","Sam Cassell",2002,"276",64,12102,"MIL","DET","AWAY","2","00:00.5",0,3,29,55,37
"627030",627030,627030,"cassesa01","Sam Cassell",2002,"57",5,12202,"MIL","PHO","HOME","4","5:33",0,3,24,63,79
"627037",627037,627037,"cassesa01","Sam Cassell",2002,"50",5,12402,"MIL","SEA","HOME","1","4:29",1,3,24,21,12
"627046",627046,627046,"cassesa01","Sam Cassell",2002,"213",40,12402,"MIL","SEA","HOME","3","5:36",1,3,26,67,65
"627058",627058,627058,"cassesa01","Sam Cassell",2002,"236",55,12602,"MIL","NYK","HOME","3","10:28",0,3,26,53,60
"627061",627061,627061,"cassesa01","Sam Cassell",2002,"179",19,12602,"MIL","NYK","HOME","1OT","4:48",0,3,26,107,107
"627064",627064,627064,"cassesa01","Sam Cassell",2002,"48",11,12902,"MIL","BOS","HOME","1","10:13",1,3,23,3,5
"627065",627065,627065,"cassesa01","Sam Cassell",2002,"274",106,12902,"MIL","BOS","HOME","1","9:51",0,3,26,3,5
"627068",627068,627068,"cassesa01","Sam Cassell",2002,"303",135,12902,"MIL","BOS","HOME","1","4:38",1,3,27,19,13
"627072",627072,627072,"cassesa01","Sam Cassell",2002,"208",40,12902,"MIL","BOS","HOME","3","10:06",1,3,25,58,51
"627073",627073,627073,"cassesa01","Sam Cassell",2002,"253",70,12902,"MIL","BOS","HOME","3","8:34",0,3,26,61,51
"627083",627083,627083,"cassesa01","Sam Cassell",2002,"215",49,13102,"MIL","NJN","AWAY","2","10:43",0,3,25,30,43
"627088",627088,627088,"cassesa01","Sam Cassell",2002,"63",11,13102,"MIL","NJN","AWAY","3","10:00",1,3,23,59,63
"627091",627091,627091,"cassesa01","Sam Cassell",2002,"200",49,13102,"MIL","NJN","AWAY","4","8:11",1,3,24,92,108
"627095",627095,627095,"cassesa01","Sam Cassell",2002,"215",57,13102,"MIL","NJN","AWAY","4","3:59",0,3,25,94,118
"627100",627100,627100,"cassesa01","Sam Cassell",2002,"50",5,20202,"MIL","PHI","HOME","2","00:16.6",0,3,24,42,43
"627101",627101,627101,"cassesa01","Sam Cassell",2002,"229",34,20202,"MIL","PHI","HOME","3","11:24",1,3,27,47,43
"627111",627111,627111,"cassesa01","Sam Cassell",2002,"274",106,20702,"MIL","MEM","HOME","1","5:03",1,3,26,10,16
"627112",627112,627112,"cassesa01","Sam Cassell",2002,"269",78,20702,"MIL","MEM","HOME","1","2:12",1,3,27,17,23
"627119",627119,627119,"cassesa01","Sam Cassell",2002,"48",11,20702,"MIL","MEM","HOME","2","5:14",1,3,23,42,42
"627134",627134,627134,"cassesa01","Sam Cassell",2002,"221",55,21202,"MIL","CHI","AWAY","3","11:47",1,3,25,49,45
"627140",627140,627140,"cassesa01","Sam Cassell",2002,"196",45,21202,"MIL","CHI","AWAY","4","4:47",0,3,24,83,84
"627141",627141,627141,"cassesa01","Sam Cassell",2002,"37",15,21202,"MIL","CHI","AWAY","4","2:07",0,3,23,84,90
"627143",627143,627143,"cassesa01","Sam Cassell",2002,"261",97,21202,"MIL","CHI","AWAY","4","00:30.9",0,3,25,86,92
"627146",627146,627146,"cassesa01","Sam Cassell",2002,"59",7,21702,"MIL","TOR","AWAY","1","5:55",1,3,23,15,12
"627151",627151,627151,"cassesa01","Sam Cassell",2002,"37",7,21702,"MIL","TOR","AWAY","3","10:19",1,3,23,48,50
"627155",627155,627155,"cassesa01","Sam Cassell",2002,"170",15,21702,"MIL","TOR","AWAY","4","6:53",1,3,26,75,75
"627156",627156,627156,"cassesa01","Sam Cassell",2002,"194",43,21702,"MIL","TOR","AWAY","4","3:33",1,3,24,80,78
"627157",627157,627157,"cassesa01","Sam Cassell",2002,"194",43,21702,"MIL","TOR","AWAY","4","1:13",0,3,24,85,83
"627168",627168,627168,"cassesa01","Sam Cassell",2002,"242",55,22002,"MIL","HOU","HOME","2","8:58",0,3,27,34,24
"627169",627169,627169,"cassesa01","Sam Cassell",2002,"80",5,22002,"MIL","HOU","HOME","2","1:03",0,3,24,52,39
"627178",627178,627178,"cassesa01","Sam Cassell",2002,"263",106,22202,"MIL","GSW","HOME","1","1:36",1,3,25,30,26
"627179",627179,627179,"cassesa01","Sam Cassell",2002,"274",121,22202,"MIL","GSW","HOME","1","00:08.3",0,3,25,30,34
"627183",627183,627183,"cassesa01","Sam Cassell",2002,"37",19,22202,"MIL","GSW","HOME","3","4:24",1,3,22,71,80
"627189",627189,627189,"cassesa01","Sam Cassell",2002,"84",19,22202,"MIL","GSW","HOME","4","3:24",0,3,22,103,105
"627190",627190,627190,"cassesa01","Sam Cassell",2002,"179",26,22202,"MIL","GSW","HOME","4","00:49.5",1,3,25,110,108
"627195",627195,627195,"cassesa01","Sam Cassell",2002,"280",106,22402,"MIL","DET","HOME","1","2:43",1,3,27,15,15
"627198",627198,627198,"cassesa01","Sam Cassell",2002,"223",78,22402,"MIL","DET","HOME","3","10:45",1,3,24,52,40
"627200",627200,627200,"cassesa01","Sam Cassell",2002,"151",11,22402,"MIL","DET","HOME","3","4:45",0,3,25,60,51
"627203",627203,627203,"cassesa01","Sam Cassell",2002,"236",55,22402,"MIL","DET","HOME","4","11:28",0,3,26,71,63
"627204",627204,627204,"cassesa01","Sam Cassell",2002,"242",64,22402,"MIL","DET","HOME","4","1:55",0,3,26,84,80
"627213",627213,627213,"cassesa01","Sam Cassell",2002,"269",127,22602,"MIL","LAL","HOME","2","1:50",0,3,25,45,50
"627215",627215,627215,"cassesa01","Sam Cassell",2002,"303",156,22602,"MIL","LAL","HOME","3","9:00",0,3,27,53,61
"627218",627218,627218,"cassesa01","Sam Cassell",2002,"158",11,22602,"MIL","LAL","HOME","4","9:19",1,3,25,77,76
"627219",627219,627219,"cassesa01","Sam Cassell",2002,"213",49,22602,"MIL","LAL","HOME","4","7:24",0,3,25,77,81
"627224",627224,627224,"cassesa01","Sam Cassell",2002,"234",78,22702,"MIL","BOS","AWAY","1","10:05",0,3,25,0,7
"627227",627227,627227,"cassesa01","Sam Cassell",2002,"261",121,22702,"MIL","BOS","AWAY","1","3:59",0,3,24,16,20
"627230",627230,627230,"cassesa01","Sam Cassell",2002,"250",106,22702,"MIL","BOS","AWAY","2","00:52.1",1,3,24,41,46
"627237",627237,627237,"cassesa01","Sam Cassell",2002,"213",40,22702,"MIL","BOS","AWAY","3","5:12",0,3,26,65,57
"627240",627240,627240,"cassesa01","Sam Cassell",2002,"213",64,22702,"MIL","BOS","AWAY","4","4:18",0,3,24,84,82
"627244",627244,627244,"cassesa01","Sam Cassell",2002,"63",11,30202,"MIL","POR","HOME","1","4:16",0,3,23,18,17
"627256",627256,627256,"cassesa01","Sam Cassell",2002,"179",26,30202,"MIL","POR","HOME","4","1:54",0,3,25,94,87
"627257",627257,627257,"cassesa01","Sam Cassell",2002,"124",5,30202,"MIL","POR","HOME","4","00:15.4",0,3,25,94,92
"627259",627259,627259,"cassesa01","Sam Cassell",2002,"213",49,30202,"MIL","POR","HOME","1OT","00:03.4",1,3,25,102,101
"627260",627260,627260,"cassesa01","Sam Cassell",2002,"240",72,30502,"MIL","NYK","AWAY","1","8:47",0,3,25,6,11
"627268",627268,627268,"cassesa01","Sam Cassell",2002,"57",13,30502,"MIL","NYK","AWAY","3","11:09",1,3,23,48,54
"627273",627273,627273,"cassesa01","Sam Cassell",2002,"240",97,30502,"MIL","NYK","AWAY","3","2:05",0,3,24,68,76
"627293",627293,627293,"cassesa01","Sam Cassell",2002,"236",55,30802,"MIL","CLE","HOME","2","3:12",0,3,26,39,33
"627296",627296,627296,"cassesa01","Sam Cassell",2002,"50",11,30802,"MIL","CLE","HOME","3","9:38",1,3,23,50,48
"627299",627299,627299,"cassesa01","Sam Cassell",2002,"57",5,30802,"MIL","CLE","HOME","4","6:15",0,3,24,74,83
"627301",627301,627301,"cassesa01","Sam Cassell",2002,"280",121,30802,"MIL","CLE","HOME","1OT","3:58",0,3,26,101,101
"627327",627327,627327,"cassesa01","Sam Cassell",2002,"42",5,31202,"MIL","CHI","HOME","3","1:54",1,3,24,79,59
"627334",627334,627334,"cassesa01","Sam Cassell",2002,"303",127,31602,"MIL","DET","HOME","1","00:03.3",0,3,28,27,24
"627341",627341,627341,"cassesa01","Sam Cassell",2002,"253",85,31602,"MIL","DET","HOME","3","5:43",0,3,26,65,58
"627357",627357,627357,"cassesa01","Sam Cassell",2002,"246",64,31802,"MIL","CHH","AWAY","2","8:35",0,3,26,37,34
